ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code
62eT6bJ0VrKP_j1r2zgfEw,Sushi Sake Killian,3.0,156,$$,['delivery'],False,"Sushi Bars, Desserts, Soup","sushi, desserts, soup",25.67125,-80.37123,US,FL,Miami,33176
hyimrjjs2LDDdBhHinnJzg,Fu Lin Men,3.5,27,$,"['pickup', 'delivery']",False,Chinese,chinese,25.6716688355781,-80.3713697958575,US,FL,Miami,33176
T79-LVzxJD7rp8WKxqqkyw,Planet Smoothie The Falls,5.0,1,,,False,"Juice Bars & Smoothies, Diners, Breakfast & Brunch","juicebars, diners, breakfast_brunch",25.647846,-80.337087,US,FL,Miami,33176
YYEbzOjJbvyLgp4elwgPNA,Shake Shack,3.5,73,$$,['delivery'],False,"American (Traditional), Burgers, Fast Food","tradamerican, burgers, hotdogs",25.6445714,-80.3360796,US,FL,Miami,33176
l6f5vYf3bVmgoRR3l5AXbg,Chiki Town,5.0,13,,,False,"Cafes, Day Spas, Kids Activities","cafes, spas, kids_activities",25.64924,-80.33707,US,FL,Miami,33176
MqXUdY63EK7vYEiO6X0AbA,BJ's Restaurant & Brewhouse,3.0,379,$$,['delivery'],False,"American (New), Breweries, Pizza","newamerican, breweries, pizza",25.643767,-80.337119,US,FL,Miami,33176
5194FXoDTKX-XSfd0389ng,Ayesha Fine Dining,4.0,234,$$,"['pickup', 'delivery']",False,Indian,indpak,25.6384143829346,-80.3361282348633,US,FL,Miami,33176
wpK7SihZ-06ugIPVTo7RNw,Takee Outee 2 of Briar Bay,3.5,45,$$,['delivery'],False,Chinese,chinese,25.6489697,-80.339877,US,FL,Miami,33176
tQzC2NOdtJ3bo7e9N_Nngg,Killian Cafe & Grill,4.0,468,$$,['delivery'],False,"Breakfast & Brunch, American (New)","breakfast_brunch, newamerican",25.6716251,-80.3848422,US,FL,Miami,33186
Q3JJICIjSNLmm9zelfXH0w,Pina's Pizza,4.5,132,$,"['pickup', 'delivery']",False,"Pizza, Italian, Sandwiches","pizza, italian, sandwiches",25.6554203,-80.3826065,US,FL,Miami,33186
5cuk71zZW4EY9Y3_5pyNdA,Los Ranchos Steakhouse,3.0,273,$$,['delivery'],False,"Latin American, Steakhouses","latin, steak",25.643226,-80.336874,US,FL,Miami,33176
wpwRIf9tj-pMr2aU9Jt_cw,La Hormiga de Oro Fritanga,4.0,30,,"['pickup', 'delivery']",False,"Latin American, Breakfast & Brunch","latin, breakfast_brunch",25.6558,-80.385,US,FL,Miami,33186
Yx7qoG3Iu3pxSLVPCFcu4Q,Ranchuelo Coffee Shop,4.5,11,$,,False,"Cuban, Latin American, Sandwiches","cuban, latin, sandwiches",25.6501116603613,-80.3344110399485,US,FL,Miami,33176
xhoy21VlcO2QKHB8a-Egdg,Las Dos Palmas,3.5,30,$,['delivery'],False,"Sandwiches, Cuban","sandwiches, cuban",25.64859,-80.3386,US,FL,Miami,33176
ZT3DMuWy5vSteRf2X_WTyw,Lucky China,3.5,22,$,['delivery'],False,Chinese,chinese,25.6721923,-80.3714391,US,FL,Miami,33176
WlCPrNS5COFJukrhUxDUHA,Vayla's Gourmet Shaved Ice,4.5,42,$,['pickup'],False,"Shaved Ice, Gluten-Free, Ice Cream & Frozen Yogurt","shavedice, gluten_free, icecream",25.645316,-80.338996,US,FL,Miami,33176
whPlRnhwhy2dNvjDSBzrAw,Publix,2.5,17,$$,,False,"Grocery, Drugstores, Delis","grocery, drugstores, delis",25.6483199,-80.33916,US,FL,Miami,33176
jfu0NU4mfClKYfsUb5qCYg,Mama's Guava Bars,5.0,2,,,False,"Desserts, Farmers Market, Cuban","desserts, farmersmarket, cuban",25.66784,-80.37543,US,FL,Miami,33176
f8NssHrspdPBZOWyfvBq4Q,Cafe Villa Clara,4.0,45,$,"['pickup', 'delivery']",False,"Cuban, Coffee & Tea, Breakfast & Brunch","cuban, coffee, breakfast_brunch",25.6717234,-80.3725837,US,FL,Miami,33176
7Ohg0gG0R2pQM1oYAxEu4A,Dairy Queen,3.5,27,$,['delivery'],False,"Ice Cream & Frozen Yogurt, Burgers, Fast Food","icecream, burgers, hotdogs",25.6373844146729,-80.3366088867188,US,FL,Miami,33176
60EgLArVeAEFnLOl2TFYjw,Cafe OneTwentyOne,4.0,1,,,False,Cuban,cuban,25.6556406,-80.3846449,US,FL,Miami,33186
8bRdoQpMcZnGvLVidjc9Zg,College Park Inn,3.5,36,$,"['pickup', 'delivery']",False,"Pizza, American (Traditional), Sandwiches","pizza, tradamerican, sandwiches",25.6720877,-80.3707827,US,FL,Miami,33176
1FsofBA2yZTZ3VILdtWshA,Checkers,1.5,10,,['delivery'],False,"Burgers, Fast Food","burgers, hotdogs",25.636888,-80.336869,US,FL,Miami,33176
7FWBnVer_bviNeu5p5Vmzg,Macy's Taste Bar,3.5,5,,,False,"Food Court, Sandwiches","food_court, sandwiches",25.646055,-80.340477,US,FL,Miami,33176
6g45_Ier_TkMqV4OgpJ_ag,Lutti Pizza,3.0,6,,"['pickup', 'delivery']",False,"Pizza, Sandwiches, Salad","pizza, sandwiches, salad",25.672,-80.371385,US,FL,Miami,33176
7777TBQ2MuRXvfiDCh_Gbw,Koffeehouse,3.0,4,$,,False,Cafes,cafes,25.674724,-80.374069,US,FL,Miami,33176
1e5H7otjkq4qyQ-d90Wf9w,CrepeMaker,3.0,46,$$,"['pickup', 'delivery']",False,Creperies,creperies,25.644739151001,-80.3384399414062,US,FL,Miami,33176
psskZeu2ryAamerx-zNUCw,Little Caesars Pizza,1.5,17,$,,False,"Pizza, Fast Food","pizza, hotdogs",25.669689248159,-80.3846360743046,US,FL,Miami,33186
6zj0usvr1HgvFUP26Npawg,Chick-fil-A,3.0,8,,,False,Fast Food,hotdogs,25.779125,-80.195799,US,FL,Miami,33136
PK1zj4enNWd2xEV1o-2QMg,Rosies,5.0,21,,"['delivery', 'pickup']",False,"Breakfast & Brunch, Waffles, Pop-Up Restaurants","breakfast_brunch, waffles, popuprestaurants",25.7785,-80.20097,US,FL,Miami,33128
xzGdVsFbbx2kmkp6cQtBZA,Bucks Crepes,4.5,13,,['delivery'],False,"Creperies, French, Gluten-Free","creperies, french, gluten_free",25.7802779,-80.1956999,US,FL,Miami,33136
Z35jrNm7ylyQMwjfGGq-ew,El Rincon del Coqui - Food Truck,4.5,36,$,['pickup'],False,"Food Trucks, Puerto Rican, Sandwiches","foodtrucks, puertorican, sandwiches",25.779369354248,-80.1980895996094,US,FL,Miami,33101
LtZ1UJzzyCVTBdukQwsYIw,Bottega Cafe,4.0,1,,['delivery'],False,Cafes,cafes,25.7771911471419,-80.197246824136,US,FL,Miami,33128
r1VB1Q_vNucuyJ9dNVWMBQ,Patagonia Flavors By Delicatessen Patagonia,4.5,8,,,False,"Latin American, Mediterranean, Sandwiches","latin, mediterranean, sandwiches",25.7798794730399,-80.1957538592116,US,FL,Miami,33136
bF4lg2O9TA6MbWKzuG33hw,Kings Pasta & Subs,1.0,27,,,False,"Salad, Pasta Shops, Sandwiches","salad, pastashops, sandwiches",25.779369354248,-80.1980895996094,US,FL,Miami,33101
1VwduaNRlZ_fFDxDEI6i4w,Einstein Bros Bagels,2.5,24,,,False,"Bagels, Coffee & Tea, Breakfast & Brunch","bagels, coffee, breakfast_brunch",25.7800186180892,-80.1970851628067,US,FL,Miami,33128
02J_K2x9ISWLcyIHze-KKA,La Estacion American Brasserie,4.0,18,$$,['delivery'],False,"American (New), Brasseries","newamerican, brasseries",25.7800273788139,-80.1952403574342,US,FL,Miami,33136
Q-O4OE5xjGXipR4lvvvRCw,The Food Gallery,4.0,1,$,,False,"American (Traditional), Food Trucks","tradamerican, foodtrucks",25.77888,-80.19793,US,FL,Miami,33101
ql1aZwprie5fOQsr4Y-MNw,JOE & THE JUICE,2.5,18,$$,,False,"Juice Bars & Smoothies, Coffee & Tea, Sandwiches","juicebars, coffee, sandwiches",25.781014468894,-80.195985570639,US,FL,Miami,33136
3HDI38FeC3B9rGFj3NxV4w,J9 Smoothie Bar and Grill,5.0,6,,"['delivery', 'pickup']",False,"Juice Bars & Smoothies, Salad, Wraps","juicebars, salad, wraps",25.7819493347504,-80.1995375007391,US,FL,Miami,33136
t2sMQyGQgWbWY0uzdTzC7w,Michelle's Cafe,1.5,4,,,False,"Cafes, Cuban","cafes, cuban",25.7785559015528,-80.1973433163623,US,FL,Miami,33128
gr1H3g2FuAiZG-aj_Zm7PA,Hungry Bear Sub Shop,4.5,100,$,['delivery'],False,Sandwiches,sandwiches,25.80596,-80.3127,US,FL,Miami,33122
ZnYWNIcoUQyaADiOmJMLdQ,Cafe72,4.5,63,,"['delivery', 'pickup']",False,"Cuban, Breakfast & Brunch, American (Traditional)","cuban, breakfast_brunch, tradamerican",25.80982,-80.31373,US,FL,Miami,33166
jUY_N03OoC9vGymMiCOkPQ,Cilantros Cafetería,4.0,99,$,"['delivery', 'pickup']",False,Cuban,cuban,25.8078755992339,-80.292895808816,US,FL,Miami,33166
cfMsoxL4ysyqdNQxhyd6eA,El Pollo Inka,4.0,336,$$,"['delivery', 'pickup']",False,"Latin American, Peruvian, Seafood","latin, peruvian, seafood",25.810136,-80.315656,US,FL,Miami,33166
QHbx2CUBXg7WFPHn4f_uBg,Francisca Restaurant Miami,4.0,7,,,False,Latin American,latin,25.796188,-80.323828,US,FL,Miami,33122
DGpCGSY4Kvd8b6DyEz3R8A,El Rinconcito Latino,4.0,156,$$,['delivery'],False,"Latin American, Cuban","latin, cuban",25.8101070003343,-80.3164357784348,US,FL,Miami,33166
Rsyk_Rf0j8s8VaDBAbZ28g,El Toro Loco Churrascaria - Doral,4.0,28,$$,"['delivery', 'pickup']",False,"Brazilian, Steakhouses, Food Trucks","brazilian, steak, foodtrucks",25.80982,-80.31373,US,FL,Miami,33166
KEabDoh5Pa2b4P4fb00mUg,Hong Kong City of Miami,3.0,28,$,"['delivery', 'pickup']",False,Chinese,chinese,25.8103504,-80.3160782,US,FL,Miami,33166
25j_aJ_7cqgKLwZLOCVW1A,Xochimex Cantina Grill,4.0,106,$,"['delivery', 'pickup']",False,"Tex-Mex, Mexican","tex-mex, mexican",25.7781024,-80.2897029,US,FL,Miami,33126
vz9OvE0MArYjxY_VSEhkUg,Pizzillo Pizza Pasta,4.0,18,,"['delivery', 'pickup']",False,"Pizza, Italian","pizza, italian",25.8103435,-80.3156605,US,FL,Miami,33166
bplmPuWsj805YyR0C0x8Pw,Totoritas Restaurant,4.0,90,$$,"['delivery', 'pickup']",False,Peruvian,peruvian,25.81036,-80.31592,US,FL,Miami,33166
miaqTcYBscknENcG5PTLTg,Tierra Bomba,3.5,40,$$,"['delivery', 'pickup']",False,"Colombian, Imported Food","colombian, importedfood",25.8064007732538,-80.3126284173721,US,FL,Miami,33122
QH9SvFBF70DyWd_xqXXy7A,Red Ginger aboard Oceania Marina,5.0,6,,,False,Asian Fusion,asianfusion,25.8032741546631,-80.3315277099609,US,FL,Miami,33122
QnTM9zT7X1Ysptxz7mPoMg,Mr Baguette,4.5,103,$,"['delivery', 'pickup']",False,"Juice Bars & Smoothies, Desserts, Cafes","juicebars, desserts, cafes",25.8190639224123,-80.313182552088,US,FL,Miami,33166
WR9sa1QJkgjJe9G_PeuzNA,Prime 36 Restaurant,4.5,3,,"['delivery', 'pickup']",False,"American (Traditional), Bars, Pasta Shops","tradamerican, bars, pastashops",25.807927,-80.295792,US,FL,Miami,33166
xHftnNSsWkjArBp_OcLdcg,Granier Bakery,4.0,24,,['delivery'],False,"Breakfast & Brunch, Coffee & Tea, Bakeries","breakfast_brunch, coffee, bakeries",25.80827,-80.33173,US,FL,Miami,33166
_mE2M_q0bl7UP_QCZ_qLdg,Restaurante Monserrate,5.0,2,,,False,Colombian,colombian,25.8059597015381,-80.3126983642578,US,FL,Miami,33122
Dzk_O70dBXoKcIQQeaOqyw,Amor di Pasta - Blue Lagoon,4.5,271,$$,"['delivery', 'pickup']",False,Italian,italian,25.776908,-80.288655,US,FL,Miami,33126
dqylqIlTeuYHrGEYiiATwQ,Delirio Fresh Co Express CLOSED,4.0,38,$$,"['delivery', 'pickup']",False,"Salad, Juice Bars & Smoothies, Vegan","salad, juicebars, vegan",25.8095749,-80.3156156,US,FL,Miami,33166
T8CmMec0US12fusIymym3g,Bocas Grill El Original,3.5,412,$$,['pickup'],False,Latin American,latin,25.805119,-80.312648,US,FL,Miami,33122
d81mMtsfuhpRs3GLx_-4YQ,Coral Restaurant Cafeteria,3.5,9,$,['delivery'],False,"Cuban, Cafes","cuban, cafes",25.80717,-80.31679,US,FL,Miami,33122
